,SYMBOL, DATE1, SERIES, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, CLOSE_PRICE, TTL_TRD_QNTY, NO_OF_TRADES, DELIV_QTY, DELIV_PER,HiLo,Wick,ClOP_per,Wick_Percentage,HiLo_Percentage,vol_dis,Factor,Per_vol_Updown,delivery_Factor,delivery_density
36,2020-12-29,EICHERMOT, EQ,2456.0,2504.0,2436.0,2460.55,1955329,94019,692698.0,35.43,68.0,63.44999999999982,0.18491800613684006,2.578691755908224,2.71484375,720236.2935251798,210.74903888875176,32.41028854351792,209.9504395854264,38.99882937602117
37,2020-12-30,EICHERMOT, EQ,2480.0,2524.0,2454.0,2517.35,2429452,91824,298315.0,12.28,70.0,32.65000000000009,1.4837031004826429,1.2969988281327716,2.7734375,875971.4253521126,13.211068743465137,17.77856301241016,87.83322285108375,-139.03305921198577
38,2021-01-01,EICHERMOT, EQ,2532.0,2556.0,2516.0,2542.7,914818,37867,132246.0,14.46,40.0,29.300000000000182,0.4208125221221479,1.1523184016989916,1.5654296875,584387.7928883344,41.383690328619586,-49.89557208623871,68.14034386818544,-28.900469039301203
39,2021-01-04,EICHERMOT, EQ,2592.0,2670.0,2580.0,2655.7,3287511,120708,579572.0,17.63,90.0,26.300000000000182,2.3986143013141543,0.9903227021124508,3.37109375,975206.044032445,6.239670970138788,40.075454160239815,132.72314180936192,48.65978687721284
40,2021-01-05,EICHERMOT, EQ,2630.0,2684.0,2616.0,2674.9,1494362,76947,312603.0,20.92,68.0,23.09999999999991,1.6785674230812333,0.8635836853714238,2.533203125,589910.0570547417,7.775190022974673,-65.31436146408149,94.74711528793652,-40.08145937321282
41,2021-01-06,EICHERMOT, EQ,2668.0,2672.0,2610.0,2645.35,949386,44789,139572.0,14.7,62.0,39.34999999999991,-0.8562194038596118,1.4875158296633657,2.3203125,409162.9898989899,26.25559733654739,-44.174832919363695,46.396837537718696,-104.2102874164884
42,2021-01-07,EICHERMOT, EQ,2660.0,2716.0,2640.0,2649.8,1250528,53630,227510.0,18.19,76.0,65.80000000000018,-0.38493471205373453,2.4832062797192265,2.798828125,446804.14235868806,97.49247478005651,8.424530771131563,61.697656096456875,24.79967559029664
43,2021-01-08,EICHERMOT, EQ,2660.0,2772.0,2660.0,2760.85,2585123,109691,475304.0,18.39,112.0,11.150000000000091,3.6528605320825136,0.4038611297245325,4.0390625,640030.4526112186,1.6708764493801789,30.190174461886784,87.46518393730518,29.460325447115512
44,2021-01-11,EICHERMOT, EQ,2768.0,2808.0,2726.0,2777.15,1616318,89595,243168.0,15.04,82.0,72.84999999999991,0.3294744612282443,2.6231928415821955,2.919921875,553548.3719063546,120.32443608685699,-15.623220136486001,61.11873230243459,-43.10699951121389
45,2021-01-12,EICHERMOT, EQ,2778.0,2948.0,2778.0,2881.65,4829997,258925,502628.0,10.41,170.0,66.34999999999991,3.596897610743852,2.3025003036454876,5.765625,837723.0569105691,9.674243040407779,33.92227092951454,60.93678315684106,-0.29858672573054124
46,2021-01-13,EICHERMOT, EQ,2870.0,2910.0,2836.0,2868.65,1878124,100336,254558.0,13.55,74.0,72.65000000000009,-0.04706046398131036,2.532550154253741,2.54296875,738555.6743471582,813.2933534422115,-13.427204746760536,70.89845931843459,14.05062431166733
47,2021-01-14,EICHERMOT, EQ,2880.0,2906.0,2840.0,2886.6,1159961,69514,266929.0,23.01,66.0,59.40000000000009,0.22864269382664304,2.057784244439816,2.271484375,510662.1083404987,136.01533715515467,-44.62707576781962,83.35537145600037,14.94434242206122
48,2021-01-15,EICHERMOT, EQ,2880.0,2902.0,2840.0,2857.3,882692,60408,86097.0,9.75,62.0,39.30000000000018,-0.7944563049032212,1.3754243516606692,2.13671875,413106.31078610604,26.16447748505927,-23.61517967826546,28.620558002213674,-191.24299899936682
49,2021-01-18,EICHERMOT, EQ,2854.0,2912.0,2816.0,2873.0,2069601,123342,481998.0,23.29,96.0,77.0,0.6613296206056418,2.680125304559695,3.296875,627746.2748815166,61.24667228623814,34.19215257564413,103.47984521200908,72.3419010305089
50,2021-01-19,EICHERMOT, EQ,2888.0,2928.0,2852.0,2883.5,1447495,89866,247685.0,17.11,76.0,71.5,-0.15606034333275431,2.4796254551760057,2.595703125,557650.4439428141,240.12584213811127,-12.569851185466039,67.16884510681254,-54.05928901629087
51,2021-01-20,EICHERMOT, EQ,2888.0,2964.0,2866.0,2881.55,1760329,106226,300734.0,17.08,98.0,91.55000000000018,-0.2238378650379076,3.1771095417396964,3.306640625,532361.7531010042,214.50825351515252,-4.750283185165629,63.24675125502003,-6.201257414753298
52,2021-01-21,EICHERMOT, EQ,2896.0,2956.0,2896.0,2926.6,1451173,79321,354181.0,24.41,60.0,29.40000000000009,1.045581903915803,1.004578691997537,2.029296875,715111.2377285851,14.520155818306085,25.555392641856667,121.66223115294117,48.01447363273096
